ticker,company_name,quarter,date,fiscal_year,fiscal_quarter,word_count,source,collection_date
ADBE,ADBE Inc.,Q2 2023,2023-07-31,2023,2,9479,REAL,2026-03-28
ADBE,ADBE Inc.,Q2 2024,2024-07-31,2024,2,10083,REAL,2026-03-28
ADBE,ADBE Inc.,Q2 2025,2025-07-31,2025,2,9923,REAL,2026-03-28
ADBE,ADBE Inc.,Q3 2023,2023-10-31,2023,3,9584,REAL,2026-03-28
ADBE,ADBE Inc.,Q3 2024,2024-10-31,2024,3,8907,REAL,2026-03-28
ADBE,ADBE Inc.,Q3 2025,2025-10-31,2025,3,9619,REAL,2026-03-28
ADBE,ADBE Inc.,Q4 2023,2024-01-31,2023,4,9803,REAL,2026-03-28
ADBE,ADBE Inc.,Q4 2024,2025-01-31,2024,4,9289,REAL,2026-03-28
ADBE,ADBE Inc.,Q4 2025,2026-01-31,2025,4,9016,REAL,2026-03-28
ADI,ADI Inc.,Q1 2024,2024-04-30,2024,1,6181,REAL,2026-03-28
ADI,ADI Inc.,Q1 2025,2025-04-30,2025,1,5520,REAL,2026-03-28
ADI,ADI Inc.,Q2 2024,2024-07-31,2024,2,5905,REAL,2026-03-28
ADI,ADI Inc.,Q2 2025,2025-07-31,2025,2,5888,REAL,2026-03-28
ADI,ADI Inc.,Q3 2024,2024-10-31,2024,3,5142,REAL,2026-03-28
ADI,ADI Inc.,Q3 2025,2025-10-31,2025,3,5870,REAL,2026-03-28
ADI,ADI Inc.,Q4 2024,2025-01-31,2024,4,6312,REAL,2026-03-28
ADI,ADI Inc.,Q4 2025,2026-01-31,2025,4,6142,REAL,2026-03-28
ADM,ADM Inc.,Q1 2024,2024-04-30,2024,1,7982,REAL,2026-03-28
ADM,ADM Inc.,Q1 2025,2025-04-30,2025,1,6517,REAL,2026-03-28
ADM,ADM Inc.,Q2 2024,2024-07-31,2024,2,7783,REAL,2026-03-28
ADM,ADM Inc.,Q2 2025,2025-07-31,2025,2,7549,REAL,2026-03-28
ADM,ADM Inc.,Q3 2024,2024-10-31,2024,3,8791,REAL,2026-03-28
ADM,ADM Inc.,Q3 2025,2025-10-31,2025,3,9001,REAL,2026-03-28
ADM,ADM Inc.,Q4 2024,2025-01-31,2024,4,8531,REAL,2026-03-28
ADM,ADM Inc.,Q4 2025,2026-01-31,2025,4,8462,REAL,2026-03-28
ADP,ADP Inc.,Q1 2024,2024-04-30,2024,1,11378,REAL,2026-03-28
ADP,ADP Inc.,Q1 2025,2025-04-30,2025,1,9491,REAL,2026-03-28
ADP,ADP Inc.,Q2 2024,2024-07-31,2024,2,10126,REAL,2026-03-28
ADP,ADP Inc.,Q2 2025,2025-07-31,2025,2,9189,REAL,2026-03-28
ADP,ADP Inc.,Q3 2024,2024-10-31,2024,3,8407,REAL,2026-03-28
ADP,ADP Inc.,Q3 2025,2025-10-31,2025,3,9137,REAL,2026-03-28
ADP,ADP Inc.,Q4 2024,2025-01-31,2024,4,9909,REAL,2026-03-28
ADP,ADP Inc.,Q4 2025,2026-01-31,2025,4,9946,REAL,2026-03-28
ADSK,ADSK Inc.,Q1 2024,2024-04-30,2024,1,9509,REAL,2026-03-28
ADSK,ADSK Inc.,Q1 2025,2025-04-30,2025,1,9551,REAL,2026-03-28
ADSK,ADSK Inc.,Q2 2024,2024-07-31,2024,2,8962,REAL,2026-03-28
ADSK,ADSK Inc.,Q2 2025,2025-07-31,2025,2,9061,REAL,2026-03-28
ADSK,ADSK Inc.,Q3 2024,2024-10-31,2024,3,4903,REAL,2026-03-28
ADSK,ADSK Inc.,Q3 2025,2025-10-31,2025,3,9066,REAL,2026-03-28
ADSK,ADSK Inc.,Q4 2024,2025-01-31,2024,4,9551,REAL,2026-03-28
ADSK,ADSK Inc.,Q4 2025,2026-01-31,2025,4,9700,REAL,2026-03-28
AEE,AEE Inc.,Q1 2024,2024-04-30,2024,1,9051,REAL,2026-03-28
AEE,AEE Inc.,Q1 2025,2025-04-30,2025,1,7793,REAL,2026-03-28
AEE,AEE Inc.,Q2 2024,2024-07-31,2024,2,9811,REAL,2026-03-28
AEE,AEE Inc.,Q2 2025,2025-07-31,2025,2,6243,REAL,2026-03-28
AEE,AEE Inc.,Q3 2024,2024-10-31,2024,3,8969,REAL,2026-03-28
AEE,AEE Inc.,Q3 2025,2025-10-31,2025,3,8736,REAL,2026-03-28
AEE,AEE Inc.,Q4 2024,2025-01-31,2024,4,9857,REAL,2026-03-28
AEE,AEE Inc.,Q4 2025,2026-01-31,2025,4,8700,REAL,2026-03-28
AEP,AEP Inc.,Q1 2024,2024-04-30,2024,1,8055,REAL,2026-03-28
AEP,AEP Inc.,Q1 2025,2025-04-30,2025,1,9468,REAL,2026-03-28
AEP,AEP Inc.,Q2 2024,2024-07-31,2024,2,7996,REAL,2026-03-28
AEP,AEP Inc.,Q2 2025,2025-07-31,2025,2,9315,REAL,2026-03-28
AEP,AEP Inc.,Q3 2024,2024-10-31,2024,3,9785,REAL,2026-03-28
AEP,AEP Inc.,Q3 2025,2025-10-31,2025,3,8974,REAL,2026-03-28
AEP,AEP Inc.,Q4 2024,2025-01-31,2024,4,9692,REAL,2026-03-28
AEP,AEP Inc.,Q4 2025,2026-01-31,2025,4,8537,REAL,2026-03-28
AIG,AIG Inc.,Q1 2024,2024-04-30,2024,1,9020,REAL,2026-03-28
AIG,AIG Inc.,Q1 2025,2025-04-30,2025,1,9085,REAL,2026-03-28
AIG,AIG Inc.,Q2 2024,2024-07-31,2024,2,9488,REAL,2026-03-28
AIG,AIG Inc.,Q2 2025,2025-07-31,2025,2,8941,REAL,2026-03-28
AIG,AIG Inc.,Q3 2024,2024-10-31,2024,3,9289,REAL,2026-03-28
AIG,AIG Inc.,Q3 2025,2025-10-31,2025,3,9226,REAL,2026-03-28
AIG,AIG Inc.,Q4 2024,2025-01-31,2024,4,9004,REAL,2026-03-28
AIG,AIG Inc.,Q4 2025,2026-01-31,2025,4,9121,REAL,2026-03-28
AKAM,AKAM Inc.,Q1 2024,2024-04-30,2024,1,9826,REAL,2026-03-28
AKAM,AKAM Inc.,Q1 2025,2025-04-30,2025,1,8785,REAL,2026-03-28
AKAM,AKAM Inc.,Q2 2024,2024-07-31,2024,2,9772,REAL,2026-03-28
AKAM,AKAM Inc.,Q2 2025,2025-07-31,2025,2,7183,REAL,2026-03-28
AKAM,AKAM Inc.,Q3 2024,2024-10-31,2024,3,6463,REAL,2026-03-28
AKAM,AKAM Inc.,Q3 2025,2025-10-31,2025,3,10710,REAL,2026-03-28
AKAM,AKAM Inc.,Q4 2024,2025-01-31,2024,4,12451,REAL,2026-03-28
AKAM,AKAM Inc.,Q4 2025,2026-01-31,2025,4,10593,REAL,2026-03-28
ALGN,ALGN Inc.,Q1 2024,2024-04-30,2024,1,10131,REAL,2026-03-28
ALGN,ALGN Inc.,Q1 2025,2025-04-30,2025,1,9843,REAL,2026-03-28
ALGN,ALGN Inc.,Q2 2024,2024-07-31,2024,2,8963,REAL,2026-03-28
ALGN,ALGN Inc.,Q2 2025,2025-07-31,2025,2,9304,REAL,2026-03-28
ALGN,ALGN Inc.,Q3 2024,2024-10-31,2024,3,10179,REAL,2026-03-28
ALGN,ALGN Inc.,Q3 2025,2025-10-31,2025,3,8448,REAL,2026-03-28
ALGN,ALGN Inc.,Q4 2024,2025-01-31,2024,4,11581,REAL,2026-03-28
ALGN,ALGN Inc.,Q4 2025,2026-01-31,2025,4,10606,REAL,2026-03-28
AMD,AMD Inc.,Q1 2023,2023-04-30,2023,1,8973,REAL,2026-03-28
AMD,AMD Inc.,Q1 2024,2024-04-30,2024,1,9076,REAL,2026-03-28
AMD,AMD Inc.,Q1 2025,2025-04-30,2025,1,9098,REAL,2026-03-28
AMD,AMD Inc.,Q2 2023,2023-07-31,2023,2,9262,REAL,2026-03-28
AMD,AMD Inc.,Q2 2024,2024-07-31,2024,2,8254,REAL,2026-03-28
AMD,AMD Inc.,Q2 2025,2025-07-31,2025,2,9031,REAL,2026-03-28
AMD,AMD Inc.,Q3 2023,2023-10-31,2023,3,9330,REAL,2026-03-28
AMD,AMD Inc.,Q3 2024,2024-10-31,2024,3,9379,REAL,2026-03-28
AMD,AMD Inc.,Q3 2025,2025-10-31,2025,3,8427,REAL,2026-03-28
AMD,AMD Inc.,Q4 2023,2024-01-31,2023,4,9242,REAL,2026-03-28
AMD,AMD Inc.,Q4 2024,2025-01-31,2024,4,8686,REAL,2026-03-28
AMD,AMD Inc.,Q4 2025,2026-01-31,2025,4,8507,REAL,2026-03-28
AMZN,AMZN Inc.,Q1 2023,2023-04-30,2023,1,7423,REAL,2026-03-28
AMZN,AMZN Inc.,Q1 2024,2024-04-30,2024,1,8639,REAL,2026-03-28
AMZN,AMZN Inc.,Q1 2025,2025-04-30,2025,1,8330,REAL,2026-03-28
AMZN,AMZN Inc.,Q2 2023,2023-07-31,2023,2,7294,REAL,2026-03-28
AMZN,AMZN Inc.,Q2 2024,2024-07-31,2024,2,8027,REAL,2026-03-28
AMZN,AMZN Inc.,Q2 2025,2025-07-31,2025,2,8698,REAL,2026-03-28
AMZN,AMZN Inc.,Q3 2023,2023-10-31,2023,3,8498,REAL,2026-03-28
AMZN,AMZN Inc.,Q3 2024,2024-10-31,2024,3,7799,REAL,2026-03-28
AMZN,AMZN Inc.,Q3 2025,2025-10-31,2025,3,7937,REAL,2026-03-28
AMZN,AMZN Inc.,Q4 2023,2024-01-31,2023,4,8911,REAL,2026-03-28
AMZN,AMZN Inc.,Q4 2024,2025-01-31,2024,4,8133,REAL,2026-03-28
AMZN,AMZN Inc.,Q4 2025,2026-01-31,2025,4,9065,REAL,2026-03-28
AON,AON Inc.,Q1 2024,2024-04-30,2024,1,7969,REAL,2026-03-28
AON,AON Inc.,Q1 2025,2025-04-30,2025,1,10873,REAL,2026-03-28
AON,AON Inc.,Q2 2024,2024-07-31,2024,2,11094,REAL,2026-03-28
AON,AON Inc.,Q2 2025,2025-07-31,2025,2,9800,REAL,2026-03-28
AON,AON Inc.,Q3 2024,2024-10-31,2024,3,10622,REAL,2026-03-28
AON,AON Inc.,Q3 2025,2025-10-31,2025,3,10243,REAL,2026-03-28
AON,AON Inc.,Q4 2024,2025-01-31,2024,4,9973,REAL,2026-03-28
AON,AON Inc.,Q4 2025,2026-01-31,2025,4,9205,REAL,2026-03-28
AXON,AXON Inc.,Q1 2024,2024-04-30,2024,1,8725,REAL,2026-03-28
AXON,AXON Inc.,Q1 2025,2025-04-30,2025,1,11065,REAL,2026-03-28
AXON,AXON Inc.,Q2 2024,2024-07-31,2024,2,10700,REAL,2026-03-28
AXON,AXON Inc.,Q2 2025,2025-07-31,2025,2,10315,REAL,2026-03-28
AXON,AXON Inc.,Q3 2024,2024-10-31,2024,3,11352,REAL,2026-03-28
AXON,AXON Inc.,Q3 2025,2025-10-31,2025,3,11429,REAL,2026-03-28
AXON,AXON Inc.,Q4 2024,2025-01-31,2024,4,11149,REAL,2026-03-28
AXON,AXON Inc.,Q4 2025,2026-01-31,2025,4,17133,REAL,2026-03-28
AXP,AXP Inc.,Q1 2024,2024-04-30,2024,1,7399,REAL,2026-03-28
AXP,AXP Inc.,Q1 2025,2025-04-30,2025,1,8419,REAL,2026-03-28
AXP,AXP Inc.,Q2 2024,2024-07-31,2024,2,7563,REAL,2026-03-28
AXP,AXP Inc.,Q2 2025,2025-07-31,2025,2,8881,REAL,2026-03-28
AXP,AXP Inc.,Q3 2024,2024-10-31,2024,3,7977,REAL,2026-03-28
AXP,AXP Inc.,Q3 2025,2025-10-31,2025,3,7750,REAL,2026-03-28
AXP,AXP Inc.,Q4 2024,2025-01-31,2024,4,9308,REAL,2026-03-28
AXP,AXP Inc.,Q4 2025,2026-01-31,2025,4,8785,REAL,2026-03-28
BA,BA Inc.,Q1 2024,2024-04-30,2024,1,7854,REAL,2026-03-28
BA,BA Inc.,Q1 2025,2025-04-30,2025,1,8612,REAL,2026-03-28
BA,BA Inc.,Q2 2024,2024-07-31,2024,2,7581,REAL,2026-03-28
BA,BA Inc.,Q2 2025,2025-07-31,2025,2,7757,REAL,2026-03-28
BA,BA Inc.,Q3 2024,2024-10-31,2024,3,9168,REAL,2026-03-28
BA,BA Inc.,Q3 2025,2025-10-31,2025,3,8858,REAL,2026-03-28
BA,BA Inc.,Q4 2024,2025-01-31,2024,4,9903,REAL,2026-03-28
BA,BA Inc.,Q4 2025,2026-01-31,2025,4,8965,REAL,2026-03-28
BAC,BAC Inc.,Q1 2023,2023-04-30,2023,1,13886,REAL,2026-03-28
BAC,BAC Inc.,Q1 2024,2024-04-30,2024,1,11200,REAL,2026-03-28
BAC,BAC Inc.,Q1 2025,2025-04-30,2025,1,13864,REAL,2026-03-28
BAC,BAC Inc.,Q2 2023,2023-07-31,2023,2,13005,REAL,2026-03-28
BAC,BAC Inc.,Q2 2024,2024-07-31,2024,2,12018,REAL,2026-03-28
BAC,BAC Inc.,Q2 2025,2025-07-31,2025,2,12840,REAL,2026-03-28
BAC,BAC Inc.,Q3 2023,2023-10-31,2023,3,14148,REAL,2026-03-28
BAC,BAC Inc.,Q3 2024,2024-10-31,2024,3,9986,REAL,2026-03-28
BAC,BAC Inc.,Q3 2025,2025-10-31,2025,3,12203,REAL,2026-03-28
BAC,BAC Inc.,Q4 2023,2024-01-31,2023,4,13128,REAL,2026-03-28
BAC,BAC Inc.,Q4 2024,2025-01-31,2024,4,13448,REAL,2026-03-28
BAC,BAC Inc.,Q4 2025,2026-01-31,2025,4,13385,REAL,2026-03-28
BEN,BEN Inc.,Q1 2024,2024-04-30,2024,1,8606,REAL,2026-03-28
BEN,BEN Inc.,Q1 2025,2025-04-30,2025,1,9240,REAL,2026-03-28
BEN,BEN Inc.,Q2 2024,2024-07-31,2024,2,8904,REAL,2026-03-28
BEN,BEN Inc.,Q3 2024,2024-10-31,2024,3,8260,REAL,2026-03-28
BEN,BEN Inc.,Q3 2025,2025-10-31,2025,3,8963,REAL,2026-03-28
BEN,BEN Inc.,Q4 2024,2025-01-31,2024,4,8439,REAL,2026-03-28
BEN,BEN Inc.,Q4 2025,2026-01-31,2025,4,17754,REAL,2026-03-28
BIIB,BIIB Inc.,Q1 2024,2024-04-30,2024,1,9701,REAL,2026-03-28
BIIB,BIIB Inc.,Q1 2025,2025-04-30,2025,1,9408,REAL,2026-03-28
BIIB,BIIB Inc.,Q2 2024,2024-07-31,2024,2,10380,REAL,2026-03-28
BIIB,BIIB Inc.,Q2 2025,2025-07-31,2025,2,9436,REAL,2026-03-28
BIIB,BIIB Inc.,Q3 2024,2024-10-31,2024,3,9194,REAL,2026-03-28
BIIB,BIIB Inc.,Q3 2025,2025-10-31,2025,3,10038,REAL,2026-03-28
BIIB,BIIB Inc.,Q4 2024,2025-01-31,2024,4,10571,REAL,2026-03-28
BIIB,BIIB Inc.,Q4 2025,2026-01-31,2025,4,9797,REAL,2026-03-28
CAT,CAT Inc.,Q1 2024,2024-04-30,2024,1,9364,REAL,2026-03-28
CAT,CAT Inc.,Q1 2025,2025-04-30,2025,1,10114,REAL,2026-03-28
CAT,CAT Inc.,Q2 2024,2024-07-31,2024,2,9628,REAL,2026-03-28
CAT,CAT Inc.,Q2 2025,2025-07-31,2025,2,9430,REAL,2026-03-28
CAT,CAT Inc.,Q3 2024,2024-10-31,2024,3,9531,REAL,2026-03-28
CAT,CAT Inc.,Q3 2025,2025-10-31,2025,3,9469,REAL,2026-03-28
CAT,CAT Inc.,Q4 2024,2025-01-31,2024,4,9851,REAL,2026-03-28
CAT,CAT Inc.,Q4 2025,2026-01-31,2025,4,9400,REAL,2026-03-28
CBRE,CBRE Inc.,Q1 2024,2024-04-30,2024,1,6348,REAL,2026-03-28
CBRE,CBRE Inc.,Q1 2025,2025-04-30,2025,1,6918,REAL,2026-03-28
CBRE,CBRE Inc.,Q2 2024,2024-07-31,2024,2,7568,REAL,2026-03-28
CBRE,CBRE Inc.,Q2 2025,2025-07-31,2025,2,5858,REAL,2026-03-28
CBRE,CBRE Inc.,Q3 2024,2024-10-31,2024,3,6770,REAL,2026-03-28
CBRE,CBRE Inc.,Q3 2025,2025-10-31,2025,3,6910,REAL,2026-03-28
CBRE,CBRE Inc.,Q4 2023,2024-01-31,2023,4,8191,REAL,2026-03-28
CBRE,CBRE Inc.,Q4 2024,2025-01-31,2024,4,8191,REAL,2026-03-28
CBRE,CBRE Inc.,Q4 2025,2026-01-31,2025,4,7787,REAL,2026-03-28
COST,COST Inc.,Q1 2025,2025-04-30,2025,1,10672,REAL,2026-03-28
COST,COST Inc.,Q2 2025,2025-07-31,2025,2,10226,REAL,2026-03-28
COST,COST Inc.,Q3 2024,2024-10-31,2024,3,11192,REAL,2026-03-28
COST,COST Inc.,Q3 2025,2025-10-31,2025,3,10716,REAL,2026-03-28
COST,COST Inc.,Q4 2024,2025-01-31,2024,4,9714,REAL,2026-03-28
COST,COST Inc.,Q4 2025,2026-01-31,2025,4,11046,REAL,2026-03-28
CRM,CRM Inc.,Q1 2023,2023-04-30,2023,1,9131,REAL,2026-03-28
CRM,CRM Inc.,Q1 2024,2024-04-30,2024,1,10484,REAL,2026-03-28
CRM,CRM Inc.,Q1 2025,2025-04-30,2025,1,10435,REAL,2026-03-28
CRM,CRM Inc.,Q2 2023,2023-07-31,2023,2,9761,REAL,2026-03-28
CRM,CRM Inc.,Q2 2024,2024-07-31,2024,2,10900,REAL,2026-03-28
CRM,CRM Inc.,Q2 2025,2025-07-31,2025,2,11656,REAL,2026-03-28
CRM,CRM Inc.,Q3 2023,2023-10-31,2023,3,10184,REAL,2026-03-28
CRM,CRM Inc.,Q3 2024,2024-10-31,2024,3,10131,REAL,2026-03-28
CRM,CRM Inc.,Q3 2025,2025-10-31,2025,3,9692,REAL,2026-03-28
CRM,CRM Inc.,Q4 2023,2024-01-31,2023,4,9704,REAL,2026-03-28
CRM,CRM Inc.,Q4 2024,2025-01-31,2024,4,12661,REAL,2026-03-28
CRM,CRM Inc.,Q4 2025,2026-01-31,2025,4,10279,REAL,2026-03-28
CRWD,CRWD Inc.,Q1 2024,2024-04-30,2024,1,8941,REAL,2026-03-28
CRWD,CRWD Inc.,Q1 2025,2025-04-30,2025,1,8948,REAL,2026-03-28
CRWD,CRWD Inc.,Q2 2024,2024-07-31,2024,2,8570,REAL,2026-03-28
CRWD,CRWD Inc.,Q2 2025,2025-07-31,2025,2,9127,REAL,2026-03-28
CRWD,CRWD Inc.,Q3 2024,2024-10-31,2024,3,8743,REAL,2026-03-28
CRWD,CRWD Inc.,Q3 2025,2025-10-31,2025,3,8743,REAL,2026-03-28
CRWD,CRWD Inc.,Q4 2024,2025-01-31,2024,4,8775,REAL,2026-03-28
CRWD,CRWD Inc.,Q4 2025,2026-01-31,2025,4,8738,REAL,2026-03-28
CSCO,CSCO Inc.,Q1 2024,2024-04-30,2024,1,7127,REAL,2026-03-28
CSCO,CSCO Inc.,Q1 2025,2025-04-30,2025,1,10397,REAL,2026-03-28
CSCO,CSCO Inc.,Q2 2024,2024-07-31,2024,2,8458,REAL,2026-03-28
CSCO,CSCO Inc.,Q2 2025,2025-07-31,2025,2,8908,REAL,2026-03-28
CSCO,CSCO Inc.,Q3 2024,2024-10-31,2024,3,9928,REAL,2026-03-28
CSCO,CSCO Inc.,Q3 2025,2025-10-31,2025,3,9376,REAL,2026-03-28
CSCO,CSCO Inc.,Q4 2024,2025-01-31,2024,4,9828,REAL,2026-03-28
CSCO,CSCO Inc.,Q4 2025,2026-01-31,2025,4,10034,REAL,2026-03-28
CVS,CVS Inc.,Q1 2024,2024-04-30,2024,1,10144,REAL,2026-03-28
CVS,CVS Inc.,Q1 2025,2025-04-30,2025,1,9752,REAL,2026-03-28
CVS,CVS Inc.,Q2 2024,2024-07-31,2024,2,9975,REAL,2026-03-28
CVS,CVS Inc.,Q2 2025,2025-07-31,2025,2,8940,REAL,2026-03-28
CVS,CVS Inc.,Q3 2024,2024-10-31,2024,3,9745,REAL,2026-03-28
CVS,CVS Inc.,Q3 2025,2025-10-31,2025,3,9613,REAL,2026-03-28
CVS,CVS Inc.,Q4 2024,2025-01-31,2024,4,9988,REAL,2026-03-28
CVS,CVS Inc.,Q4 2025,2026-01-31,2025,4,9454,REAL,2026-03-28
DASH,DASH Inc.,Q1 2024,2024-04-30,2024,1,8078,REAL,2026-03-28
DASH,DASH Inc.,Q1 2025,2025-04-30,2025,1,8638,REAL,2026-03-28
DASH,DASH Inc.,Q2 2024,2024-07-31,2024,2,8231,REAL,2026-03-28
DASH,DASH Inc.,Q2 2025,2025-07-31,2025,2,8167,REAL,2026-03-28
DASH,DASH Inc.,Q3 2024,2024-10-31,2024,3,7875,REAL,2026-03-28
DASH,DASH Inc.,Q3 2025,2025-10-31,2025,3,10486,REAL,2026-03-28
DASH,DASH Inc.,Q4 2024,2025-01-31,2024,4,7579,REAL,2026-03-28
DASH,DASH Inc.,Q4 2025,2026-01-31,2025,4,9671,REAL,2026-03-28
DDOG,DDOG Inc.,Q1 2024,2024-04-30,2024,1,9354,REAL,2026-03-28
DDOG,DDOG Inc.,Q1 2025,2025-04-30,2025,1,9659,REAL,2026-03-28
DDOG,DDOG Inc.,Q2 2024,2024-07-31,2024,2,9709,REAL,2026-03-28
DDOG,DDOG Inc.,Q2 2025,2025-07-31,2025,2,9085,REAL,2026-03-28
DDOG,DDOG Inc.,Q3 2024,2024-10-31,2024,3,9075,REAL,2026-03-28
DDOG,DDOG Inc.,Q3 2025,2025-10-31,2025,3,9680,REAL,2026-03-28
DDOG,DDOG Inc.,Q4 2024,2025-01-31,2024,4,9043,REAL,2026-03-28
DDOG,DDOG Inc.,Q4 2025,2026-01-31,2025,4,9718,REAL,2026-03-28
DE,DE Inc.,Q1 2025,2025-04-30,2025,1,10351,REAL,2026-03-28
DE,DE Inc.,Q2 2024,2024-07-31,2024,2,8650,REAL,2026-03-28
DE,DE Inc.,Q2 2025,2025-07-31,2025,2,9387,REAL,2026-03-28
DE,DE Inc.,Q3 2024,2024-10-31,2024,3,9448,REAL,2026-03-28
DE,DE Inc.,Q3 2025,2025-10-31,2025,3,10098,REAL,2026-03-28
DE,DE Inc.,Q4 2024,2025-01-31,2024,4,9869,REAL,2026-03-28
DE,DE Inc.,Q4 2025,2026-01-31,2025,4,10783,REAL,2026-03-28
DECK,DECK Inc.,Q1 2024,2024-04-30,2024,1,9583,REAL,2026-03-28
DECK,DECK Inc.,Q1 2025,2025-04-30,2025,1,9687,REAL,2026-03-28
DECK,DECK Inc.,Q2 2024,2024-07-31,2024,2,10129,REAL,2026-03-28
DECK,DECK Inc.,Q2 2025,2025-07-31,2025,2,8399,REAL,2026-03-28
DECK,DECK Inc.,Q3 2024,2024-10-31,2024,3,10370,REAL,2026-03-28
DECK,DECK Inc.,Q3 2025,2025-10-31,2025,3,8413,REAL,2026-03-28
DECK,DECK Inc.,Q4 2024,2025-01-31,2024,4,9853,REAL,2026-03-28
DECK,DECK Inc.,Q4 2025,2026-01-31,2025,4,9861,REAL,2026-03-28
DELL,DELL Inc.,Q1 2024,2024-04-30,2024,1,8442,REAL,2026-03-28
DELL,DELL Inc.,Q1 2025,2025-04-30,2025,1,8578,REAL,2026-03-28
DELL,DELL Inc.,Q2 2023,2023-07-31,2023,2,10155,REAL,2026-03-28
DELL,DELL Inc.,Q2 2024,2024-07-31,2024,2,8539,REAL,2026-03-28
DELL,DELL Inc.,Q2 2025,2025-07-31,2025,2,9106,REAL,2026-03-28
DELL,DELL Inc.,Q3 2023,2023-10-31,2023,3,9105,REAL,2026-03-28
DELL,DELL Inc.,Q3 2024,2024-10-31,2024,3,8408,REAL,2026-03-28
DELL,DELL Inc.,Q3 2025,2025-10-31,2025,3,8738,REAL,2026-03-28
DELL,DELL Inc.,Q4 2024,2025-01-31,2024,4,8766,REAL,2026-03-28
DELL,DELL Inc.,Q4 2025,2026-01-31,2025,4,8658,REAL,2026-03-28
